DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB01079,Tegaserod,145158-71-0,approved; investigational; withdrawn,IKBKZGMPCYNSLU-RGVLZGJSSA-N,"InChI=1S/C16H23N5O/c1-3-4-5-8-18-16(17)21-20-11-12-10-19-15-7-6-13(22-2)9-14(12)15/h6-7,9-11,19H,3-5,8H2,1-2H3,(H3,17,18,21)/b20-11+",CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,C16H23N5O,,D06056,5362436,46506519,51043,CHEMBL76370,,10609889,79022
DB01080,Vigabatrin,68506-86-5,approved,PJDFLNIOAUIZSL-UHFFFAOYSA-N,"InChI=1S/C6H11NO2/c1-2-5(7)3-4-6(8)9/h2,5H,1,3-4,7H2,(H,8,9)",NC(CCC(O)=O)C=C,C6H11NO2,C07500,D00535,5665,46507052,63638,CHEMBL89598,,5463,50118886
DB01082,Streptomycin,57-92-1,approved; vet_approved,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1",CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,C21H39N7O12,C00413,,19649,46506845,17076,CHEMBL372795,SRY,18508,50103513
DB01083,Orlistat,96829-58-2,approved; investigational,AHLBNYSZXLDEJQ-FWEHEUNISA-N,"InChI=1S/C29H53NO5/c1-5-7-9-11-12-13-14-15-16-18-24(34-29(33)26(30-22-31)20-23(3)4)21-27-25(28(32)35-27)19-17-10-8-6-2/h22-27H,5-21H2,1-4H3,(H,30,31)/t24-,25-,26-,27-/m0/s1",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,C29H53NO5,,,3034010,46508309,94686,CHEMBL175247,,2298564,24567
DB01084,Emedastine,87233-61-2,approved,KBUZBQVCBVDWKX-UHFFFAOYSA-N,"InChI=1S/C17H26N4O/c1-3-22-14-13-21-16-8-5-4-7-15(16)18-17(21)20-10-6-9-19(2)11-12-20/h4-5,7-8H,3,6,9-14H2,1-2H3",CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,C17H26N4O,C07785,D07890,3219,46505109,4779,CHEMBL594,,3106,50019624
DB01085,Pilocarpine,92-13-7,approved; investigational,QCHFTSOMWOSFHM-WPRPVWTQSA-N,"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1",CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,C11H16N2O2,C07474,D00525,5910,46507475,8207,CHEMBL550,9PL,5699,50008072
DB01086,Benzocaine,1994/9/7,approved; investigational,BLFLLBZGZJTVJG-UHFFFAOYSA-N,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",CCOC(=O)C1=CC=C(N)C=C1,C9H11NO2,C07527,D00552,2337,46508891,116735,CHEMBL278172,,13854242,197282
DB01087,Primaquine,90-34-6,approved,INDBQLZJXZLFIT-UHFFFAOYSA-N,"InChI=1S/C15H21N3O/c1-11(5-3-7-16)18-14-10-13(19-2)9-12-6-4-8-17-15(12)14/h4,6,8-11,18H,3,5,7,16H2,1-2H3",COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,C15H21N3O,C07627,,4908,46508222,8405,CHEMBL506,,4739,71542
DB01088,Iloprost,78919-13-8,approved; investigational,HIFJCPQKFCZDDL-ACWOEMLNSA-N,"InChI=1S/C22H32O4/c1-3-4-7-15(2)20(23)11-10-18-19-13-16(8-5-6-9-22(25)26)12-17(19)14-21(18)24/h8,10-11,15,17-21,23-24H,5-7,9,12-14H2,1-2H3,(H,25,26)/b11-10+,16-8+/t15?,17-,18+,19-,20+,21+/m0/s1",[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,C22H32O4,,,5311181,46507818,63916,CHEMBL494,,4470703,23954
DB01095,Fluvastatin,93957-54-1,approved,FJLGEFLZQAZZCD-JUFISIKESA-N,"InChI=1S/C24H26FNO4/c1-15(2)26-21-6-4-3-5-20(21)24(16-7-9-17(25)10-8-16)22(26)12-11-18(27)13-19(28)14-23(29)30/h3-12,15,18-19,27-28H,13-14H2,1-2H3,(H,29,30)/b12-11+/t18-,19-/m0/s1",CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,C24H26FNO4,C07014,D07983,1548972,46505668,5136,CHEMBL350239,115,1265982,50248235
DB01097,Leflunomide,75706-12-6,approved; investigational,VHOGYURTWQBHIL-UHFFFAOYSA-N,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,C12H9F3N2O2,C07905,D00749,3899,46506013,6402,CHEMBL960,,3762,50054601
DB01098,Rosuvastatin,287714-41-4,approved,BPRHUIZQVSMCRT-VEUZHWNKSA-N,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m1/s1",CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,C22H28FN3O6S,,D08492,446157,46509022,38545,CHEMBL1496,FBI,393589,18372
DB01100,Pimozide,2062-78-4,approved,YVUQSNJEYSNKRX-UHFFFAOYSA-N,"InChI=1S/C28H29F2N3O/c29-22-11-7-20(8-12-22)25(21-9-13-23(30)14-10-21)4-3-17-32-18-15-24(16-19-32)33-27-6-2-1-5-26(27)31-28(33)34/h1-2,5-14,24-25H,3-4,15-19H2,(H,31,34)",FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,C28H29F2N3O,C07566,D00560,16362,46507096,8212,CHEMBL1423,,15520,50334150
DB01101,Capecitabine,154361-50-9,approved; investigational,GAGWJHPBXLXJQN-UORFTKCHSA-N,"InChI=1S/C15H22FN3O6/c1-3-4-5-6-24-15(23)18-12-9(16)7-19(14(22)17-12)13-11(21)10(20)8(2)25-13/h7-8,10-11,13,20-21H,3-6H2,1-2H3,(H,17,18,22,23)/t8-,10-,11-,13-/m1/s1",CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,C15H22FN3O6,C12650,D01223,60953,46508686,31348,CHEMBL1773,,54916,
DB01104,Sertraline,79617-96-2,approved,VGKDLMBJGBXTGI-SJCJKPOMSA-N,"InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1",CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,C17H17Cl2N,C07246,D02360,68617,46505341,9123,CHEMBL809,SRE,61881,79021
DB01105,Sibutramine,106650-56-0,approved; illicit; investigational; withdrawn,UNAANXDKBXWMLN-UHFFFAOYSA-N,"InChI=1S/C17H26ClN/c1-13(2)12-16(19(3)4)17(10-5-11-17)14-6-8-15(18)9-7-14/h6-9,13,16H,5,10-12H2,1-4H3",CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,C17H26ClN,C07247,D08513,5210,46507740,9137,CHEMBL1419,,5021,84742
DB01106,Levocabastine,79516-68-0,approved; investigational,ZCGOMHNNNFPNMX-KYTRFIICSA-N,"InChI=1S/C26H29FN2O2/c1-19-17-29(16-15-26(19,24(30)31)21-5-3-2-4-6-21)23-11-13-25(18-28,14-12-23)20-7-9-22(27)10-8-20/h2-10,19,23H,11-17H2,1H3,(H,30,31)/t19-,23-,25-,26-/m1/s1",C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,C26H29FN2O2,,D01717,54385,46505909,135679,CHEMBL1615438,,16736421,50019405
DB01110,Miconazole,22916-47-8,approved; investigational; vet_approved,BYBLEWFAAKGYCD-UHFFFAOYSA-N,"InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2",ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C18H14Cl4N2O,C08070,D00882,4189,46506017,82892,CHEMBL91,,4044,31772
DB01112,Cefuroxime,55268-75-2,approved,JFPVXVDWJQMJEE-IZRZKJBUSA-N,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/b19-9-/t10-,14-/m1/s1",[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,C16H16N4O8S,C06894,D00262,5479529,46506681,3515,CHEMBL1436,KOV,4586393,50422689
DB01113,Papaverine,58-74-2,approved; investigational,XQYZDYMELSJDRZ-UHFFFAOYSA-N,"InChI=1S/C20H21NO4/c1-22-17-6-5-13(10-18(17)23-2)9-16-15-12-20(25-4)19(24-3)11-14(15)7-8-21-16/h5-8,10-12H,9H2,1-4H3",COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,C20H21NO4,C06533,D07425,4680,46508003,28241,CHEMBL19224,EV1,4518,14754
DB01114,Chlorpheniramine,132-22-9,approved,SOYKEARSMXGVTM-UHFFFAOYSA-N,"InChI=1S/C16H19ClN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3",CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,C16H19ClN2,C06905,D07398,2725,46508253,52010,CHEMBL505,,2624,35938
DB01115,Nifedipine,21829-25-4,approved,HYIMSNHJOBLJNT-UHFFFAOYSA-N,"InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,C17H18N2O6,C07266,D00437,4485,46505103,7565,CHEMBL193,C5U,4330,50101817
DB01117,Atovaquone,95233-18-4,approved,KUCQYCKVKVOKAY-CTYIDZIISA-N,"InChI=1S/C22H19ClO3/c23-16-11-9-14(10-12-16)13-5-7-15(8-6-13)19-20(24)17-3-1-2-4-18(17)21(25)22(19)26/h1-4,9-13,15,26H,5-8H2/t13-,15-",OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,C22H19ClO3,C06835,D00236,74989,46507298,575568,CHEMBL1450,AOQ,10482034,16301
DB01118,Amiodarone,1951-25-3,approved; investigational,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,"InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3",CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,C25H29I2NO3,C06823,D02910,2157,46507387,2663,CHEMBL633,BBI,2072,18957
DB01119,Diazoxide,364-98-7,approved,GDLBFKVLRPITMI-UHFFFAOYSA-N,"InChI=1S/C8H7ClN2O2S/c1-5-10-7-3-2-6(9)4-8(7)14(12,13)11-5/h2-4H,1H3,(H,10,11)",CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,C8H7ClN2O2S,C06949,D00294,3019,46508027,4495,CHEMBL181,20J,2911,86248
DB01120,Gliclazide,21187-98-4,approved,BOVGTQGAOIONJV-BETUJISGSA-N,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+",[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,C15H21N3O3S,,D01599,3475,46505475,31654,CHEMBL427216,GCZ,580820,50103512
DB01126,Dutasteride,164656-23-9,approved; investigational,JWJOTENAMICLJG-QWBYCMEYSA-N,"InChI=1S/C27H30F6N2O2/c1-24-11-9-17-15(4-8-21-25(17,2)12-10-22(36)35-21)16(24)6-7-19(24)23(37)34-20-13-14(26(28,29)30)3-5-18(20)27(31,32)33/h3,5,10,12-13,15-17,19,21H,4,6-9,11H2,1-2H3,(H,34,37)(H,35,36)/t15-,16-,17-,19+,21+,24-,25+/m0/s1",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,C27H30F6N2O2,,D03820,6918296,46504830,521033,CHEMBL1200969,,5293502,50340481
DB01127,Econazole,27220-47-9,approved,LEZWWPYKPKIXLL-UHFFFAOYSA-N,"InChI=1S/C18H15Cl3N2O/c19-14-3-1-13(2-4-14)11-24-18(10-23-8-7-22-12-23)16-6-5-15(20)9-17(16)21/h1-9,12,18H,10-11H2",ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C18H15Cl3N2O,C08068,D03936,3198,46508881,82873,CHEMBL808,,3086,31773
DB01128,Bicalutamide,90357-06-5,approved,LKJPYSCBVHEWIU-UHFFFAOYSA-N,"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)",CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,C18H14F4N2O4S,C08160,D00961,2375,46505386,144093,CHEMBL409,,2284,18525
DB01129,Rabeprazole,117976-89-3,approved; investigational,YREYEVIYCVEVJK-UHFFFAOYSA-N,"InChI=1S/C18H21N3O3S/c1-13-16(19-9-8-17(13)24-11-5-10-23-2)12-25(22)18-20-14-6-3-4-7-15(14)21-18/h3-4,6-9H,5,10-12H2,1-2H3,(H,20,21)",COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,C18H21N3O3S,C07864,D08463,5029,46506366,8768,CHEMBL1219,,4853,50070209
DB01130,Prednicarbate,73771-04-7,approved; investigational,FNPXMHRZILFCKX-KAJVQRHHSA-N,"InChI=1S/C27H36O8/c1-5-22(31)34-15-21(30)27(35-24(32)33-6-2)12-10-19-18-8-7-16-13-17(28)9-11-25(16,3)23(18)20(29)14-26(19,27)4/h9,11,13,18-20,23,29H,5-8,10,12,14-15H2,1-4H3/t18-,19-,20-,23+,25-,26-,27-/m0/s1",[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C27H36O8,,,6714002,46506799,135791,CHEMBL1200386,,5145991,
DB01132,Pioglitazone,111025-46-8,approved; investigational,HYAFETHFCAUJAY-UHFFFAOYSA-N,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,C19H20N2O3S,C07675,D08378,4829,46507136,8228,CHEMBL595,,4663,50103521
DB01136,Carvedilol,72956-09-3,approved; investigational,OGHNVEJMJSYVRP-UHFFFAOYSA-N,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,C24H26N2O4,C06875,D00255,2585,46505146,3441,CHEMBL723,,2487,25759
DB01140,Cefadroxil,50370-12-2,approved; vet_approved; withdrawn,BOEGTKLJZSQCCD-UEKVPHQBSA-N,"InChI=1S/C16H17N3O5S/c1-7-6-25-15-11(14(22)19(15)12(7)16(23)24)18-13(21)10(17)8-2-4-9(20)5-3-8/h2-5,10-11,15,20H,6,17H2,1H3,(H,18,21)(H,23,24)/t10-,11-,15-/m1/s1",[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,C16H17N3O5S,C06878,D00257,47965,46509128,3479,CHEMBL1644,,43630,50350467
DB01141,Micafungin,235114-32-6,approved; investigational,PIEUQSKUWLMALL-YABMTYFHSA-N,"InChI=1S/C56H71N9O23S/c1-4-5-6-17-86-32-14-11-28(12-15-32)39-21-33(63-87-39)27-7-9-29(10-8-27)49(75)58-34-20-38(70)52(78)62-54(80)45-46(72)25(2)23-65(45)56(82)43(37(69)22-41(57)71)60-53(79)44(48(74)47(73)30-13-16-36(68)40(18-30)88-89(83,84)85)61-51(77)35-19-31(67)24-64(35)55(81)42(26(3)66)59-50(34)76/h7-16,18,21,25-26,31,34-35,37-38,42-48,52,66-70,72-74,78H,4-6,17,19-20,22-24H2,1-3H3,(H2,57,71)(H,58,75)(H,59,76)(H,60,79)(H,61,77)(H,62,80)(H,83,84,85)/t25-,26+,31+,34-,35-,37+,38+,42-,43-,44-,45-,46-,47-,48-,52+/m0/s1",CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,C56H71N9O23S,C15819,D02465,477468,46508208,600520,CHEMBL457547,,419105,
DB01142,Doxepin,1668-19-5,approved; investigational,ODQWQRRAPPTVAG-UHFFFAOYSA-N,"InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3",[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,C19H21NO,C06971,D07875,667468,46505232,4710,CHEMBL1628227,,3046,50225488
DB01143,Amifostine,20537-88-6,approved; investigational,JKOQGQFVAUAYPM-UHFFFAOYSA-N,"InChI=1S/C5H15N2O3PS/c6-2-1-3-7-4-5-12-11(8,9)10/h7H,1-6H2,(H2,8,9,10)",NCCCNCCSP(O)(O)=O,C5H15N2O3PS,C06819,,2141,46505305,2636,CHEMBL1006,,2056,
DB01148,Flavoxate,15301-69-6,approved,SPIUTQOUKAMGCX-UHFFFAOYSA-N,"InChI=1S/C24H25NO4/c1-17-21(26)19-11-8-12-20(23(19)29-22(17)18-9-4-2-5-10-18)24(27)28-16-15-25-13-6-3-7-14-25/h2,4-5,8-12H,3,6-7,13-16H2,1H3",CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,C24H25NO4,C07809,,3354,46505138,5088,CHEMBL1493,,3237,
DB01149,Nefazodone,83366-66-9,approved; withdrawn,VRBKIVRKKCLPHA-UHFFFAOYSA-N,"InChI=1S/C25H32ClN5O2/c1-2-24-27-31(25(32)30(24)18-19-33-23-10-4-3-5-11-23)13-7-12-28-14-16-29(17-15-28)22-9-6-8-21(26)20-22/h3-6,8-11,20H,2,7,12-19H2,1H3",CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,C25H32ClN5O2,C07256,D08257,4449,46508323,7494,CHEMBL623,,4294,50069447
DB01150,Cefprozil,92665-29-7,approved,WDLWHQDACQUCJR-ZAMMOSSLSA-N,"InChI=1S/C18H19N3O5S/c1-2-3-10-8-27-17-13(16(24)21(17)14(10)18(25)26)20-15(23)12(19)9-4-6-11(22)7-5-9/h2-7,12-13,17,22H,8,19H2,1H3,(H,20,23)(H,25,26)/b3-2+/t12-,13-,17-/m1/s1",[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,C18H19N3O5S,C06888,,5281006,46504903,3506,CHEMBL276568,,4444481,
DB01151,Desipramine,50-47-5,approved; investigational,HCYAFALTSJYZDH-UHFFFAOYSA-N,"InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,C18H22N2,C06943,D07791,2995,46504624,47781,CHEMBL72,DSM,2888,35229
DB01156,Bupropion,34911-55-2,approved,SNPPWIUOZRMYNY-UHFFFAOYSA-N,"InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3",CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,C13H18ClNO,C06860,D07591,444,46506896,3219,CHEMBL894,,431,50048392
DB01157,Trimetrexate,52128-35-5,approved; investigational,NOYPYLRCIDNJJB-UHFFFAOYSA-N,"InChI=1S/C19H23N5O3/c1-10-11(5-6-13-16(10)18(20)24-19(21)23-13)9-22-12-7-14(25-2)17(27-4)15(8-12)26-3/h5-8,22H,9H2,1-4H3,(H4,20,21,23,24)",COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,C19H23N5O3,C11154,D06238,5583,46505247,9737,CHEMBL119,TMQ,5381,18268
DB01158,Bretylium,59-41-6,approved,AAQOQKQBGPPFNS-UHFFFAOYSA-N,"InChI=1S/C11H17BrN/c1-4-13(2,3)9-10-7-5-6-8-11(10)12/h5-8H,4,9H2,1-3H3/q+1",CC[N+](C)(C)CC1=CC=CC=C1Br,C11H17BrN,C06855,D00645,2431,46505320,3172,CHEMBL1199080,,2337,50239966
DB01159,Halothane,151-67-7,approved; vet_approved,BCQZXOMGPXTTIC-UHFFFAOYSA-N,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",[H]C(Cl)(Br)C(F)(F)F,C2HBrClF3,C07515,D00542,3562,46506589,5615,CHEMBL931,HLT,3441,50112212
DB01161,Chloroprocaine,133-16-4,approved,VDANGULDQQJODZ-UHFFFAOYSA-N,"InChI=1S/C13H19ClN2O2/c1-3-16(4-2)7-8-18-13(17)11-6-5-10(15)9-12(11)14/h5-6,9H,3-4,7-8,15H2,1-2H3",CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,C13H19ClN2O2,C07877,D07678,8612,46508245,3636,CHEMBL1179047,,8293,50239963
DB01162,Terazosin,63590-64-7,approved,VCKUSRYTPJJLNI-UHFFFAOYSA-N,"InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,C19H25N5O4,C07127,D08569,5401,46509129,9445,CHEMBL611,,5208,50033111
DB01165,Ofloxacin,82419-36-1,approved,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,C18H20FN3O4,C07321,D00453,4583,46507574,7731,CHEMBL4,,4422,50045004
DB01167,Itraconazole,84625-61-6,approved; investigational,VHVPQPYKVGDNFY-ZPGVKDDISA-N,"InChI=1S/C35H38Cl2N8O4/c1-3-25(2)45-34(46)44(24-40-45)29-7-5-27(6-8-29)41-14-16-42(17-15-41)28-9-11-30(12-10-28)47-19-31-20-48-35(49-31,21-43-23-38-22-39-43)32-13-4-26(36)18-33(32)37/h4-13,18,22-25,31H,3,14-17,19-21H2,1-2H3/t25?,31-,35-/m0/s1",CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C35H38Cl2N8O4,,D00350,55283,46505954,6076,CHEMBL22587,,49927,50127138
DB01168,Procarbazine,671-16-9,approved; investigational,CPTBDICYNRMXFX-UHFFFAOYSA-N,"InChI=1S/C12H19N3O/c1-9(2)15-12(16)11-6-4-10(5-7-11)8-14-13-3/h4-7,9,13-14H,8H2,1-3H3,(H,15,16)",CNNCC1=CC=C(C=C1)C(=O)NC(C)C,C12H19N3O,C07402,D08423,4915,46507706,71417,CHEMBL1321,,4746,
DB01169,Arsenic trioxide,1327-53-3,approved; investigational,IKWTVSLWAPBBKU-UHFFFAOYSA-N,InChI=1S/As2O3/c3-1-5-2-4,O=[As]O[As]=O,As2O3,,D02106,261004,46506448,,CHEMBL1200978,,229103,
DB01173,Orphenadrine,83-98-7,approved,QVYRGXJJSLMXQH-UHFFFAOYSA-N,"InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3",CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,C18H23NO,C07935,D08305,4601,46506085,7789,CHEMBL900,,4440,50062614
DB01174,Phenobarbital,1950/6/6,approved; investigational,DDBREPKUVSBGFI-UHFFFAOYSA-N,"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,C12H12N2O3,C07434,D00506,4763,46505776,8069,CHEMBL40,UQA,4599,50021437
